tf,ub,lb,fast,aa,bb,cc,dd,ee,ff,gg,hh,multiplier,net_profit,drawdown,score
480,2.0,2.5000000000000004,30,5,2,3,4,5,10,12,15,60,0,0,1.1643629005116696
790,2.6,1.7000000000000002,70,4,2,3,5,8,10,12,15,60,0,0,1.1642207933164113
630,2.3000000000000003,1.7000000000000002,60,4,2,3,4,8,10,12,15,60,0,0,1.1640990316052937
640,2.7,0.6,90,3,2,3,4,7,10,12,15,60,0,0,1.1638692327477536
580,0.9,0.3,80,4,2,3,4,5,10,12,15,60,0,0,1.1638674003460132
860,1.9,1.6,80,4,2,3,5,8,10,12,15,60,0,0,1.163858560303459
480,2.5000000000000004,2.2,60,4,2,3,4,8,10,12,15,60,0,0,1.1634688472640262
680,1.9,2.3000000000000003,30,4,2,3,4,5,10,12,15,60,0,0,1.1630817196806165
480,2.9000000000000004,2.1,70,3,2,3,4,6,10,12,15,60,0,0,1.1629101450542654
660,1.9,1.6,30,3,2,3,4,6,10,12,15,60,0,0,1.1626462633713448
850,1.7000000000000002,1.2000000000000002,40,2,2,3,5,6,10,12,15,60,0,0,1.1620291214061016
610,0.4,2.4000000000000004,60,2,2,3,4,5,10,12,15,60,0,0,1.1619982774246775
890,2.9000000000000004,1.1,20,3,2,3,5,6,10,12,15,60,0,0,1.1614529322435347
560,2.5000000000000004,1.6,90,4,2,3,5,7,10,12,15,60,0,0,1.1613394428243828
800,0.4,0.8,80,2,2,3,4,7,10,12,15,60,0,0,1.160770473243398
680,1.1,0.7000000000000001,80,5,2,3,4,8,10,12,15,60,0,0,1.1605067304228052
590,2.1,1.6,60,4,2,3,4,8,10,12,15,60,0,0,1.1604354137404578
920,2.6,2.6,50,2,2,3,5,6,10,12,15,60,0,0,1.1601329255975752
790,1.4,2.6,60,3,2,3,4,5,10,12,15,60,0,0,1.1600562936096217
870,1.2000000000000002,2.6,80,4,2,3,5,8,10,12,15,60,0,0,1.15995052404682
790,2.8000000000000003,1.7000000000000002,70,4,2,3,5,8,10,12,15,60,0,0,1.159006559975155
600,0.3,1.8000000000000005,70,5,2,3,4,8,10,12,15,60,0,0,1.1588702175702323
740,0.9,0.8,80,5,2,3,4,8,10,12,15,60,0,0,1.1586868720620136
960,1.5000000000000002,2.3000000000000003,20,3,2,3,5,6,10,12,15,60,0,0,1.1582044898878645
680,1.0,0.5,90,5,2,3,4,6,10,12,15,60,0,0,1.158123801565215
900,2.6,0.7000000000000001,10,3,2,3,4,6,10,12,15,60,0,0,1.1574382522866202
620,1.8000000000000005,2.3000000000000003,50,3,2,3,5,7,10,12,15,60,0,0,1.157317566680303
800,2.2,1.8000000000000005,40,4,2,3,5,7,10,12,15,60,0,0,1.1572919907114456
960,0.1,1.0,80,2,2,3,4,7,10,12,15,60,0,0,1.1570212985560029
750,1.3000000000000005,2.4000000000000004,30,2,2,3,4,8,10,12,15,60,0,0,1.1569437108433398
600,2.0,2.5000000000000004,50,4,2,3,5,6,10,12,15,60,0,0,1.1568664282883483
500,1.6,2.4000000000000004,30,5,2,3,4,5,10,12,15,60,0,0,1.156766714351559
850,1.3000000000000005,0.4,50,2,2,3,4,5,10,12,15,60,0,0,1.1566814185810326
620,2.6,1.2000000000000002,30,4,2,3,5,8,10,12,15,60,0,0,1.1565809902534463
530,1.8000000000000005,2.1,40,5,2,3,5,6,10,12,15,60,0,0,1.1565642717379303
650,2.3000000000000003,1.6,60,4,2,3,4,8,10,12,15,60,0,0,1.156188068915578
910,2.9000000000000004,1.4,50,5,2,3,4,6,10,12,15,60,0,0,1.1555610828194476
610,1.1,2.2,20,2,2,3,4,5,10,12,15,60,0,0,1.155387727766864
880,1.9,2.9000000000000004,70,2,2,3,4,5,10,12,15,60,0,0,1.1551913097952324
670,2.5000000000000004,2.7,40,3,2,3,4,6,10,12,15,60,0,0,1.154969239693498
780,2.6,0.7000000000000001,60,5,2,3,5,6,10,12,15,60,0,0,1.1548462834062
910,0.7000000000000001,0.7000000000000001,90,3,2,3,4,7,10,12,15,60,0,0,1.1547303058629323
680,2.8000000000000003,2.0,90,5,2,3,4,5,10,12,15,60,0,0,1.1543567963072392
930,1.2000000000000002,2.8000000000000003,50,3,2,3,4,8,10,12,15,60,0,0,1.154050915080682
850,2.0,2.6,90,4,2,3,5,7,10,12,15,60,0,0,1.1537563168121243
870,2.5000000000000004,2.0,30,2,2,3,4,5,10,12,15,60,0,0,1.1532513036424334
580,2.5000000000000004,0.1,50,3,2,3,4,6,10,12,15,60,0,0,1.153127891608879
610,1.8000000000000005,2.3000000000000003,50,2,2,3,4,8,10,12,15,60,0,0,1.1529952756442543
680,2.5000000000000004,0.2,50,3,2,3,4,6,10,12,15,60,0,0,1.1521390322184026
450,2.2,0.7000000000000001,40,3,2,3,4,5,10,12,15,60,0,0,1.1507471047046318
880,2.6,1.8000000000000005,80,3,2,3,4,7,10,12,15,60,0,0,1.1502467476006957
590,2.4000000000000004,0.1,50,3,2,3,4,6,10,12,15,60,0,0,1.1495911143133923
820,1.0,1.1,70,2,2,3,4,8,10,12,15,60,0,0,1.149583079063237
480,2.1,1.7000000000000002,60,4,2,3,4,8,10,12,15,60,0,0,1.149091526775892
740,1.0,1.1,30,3,2,3,5,7,10,12,15,60,0,0,1.149004686686273
800,1.7000000000000002,1.8000000000000005,90,3,2,3,5,7,10,12,15,60,0,0,1.148881541212315
620,2.3000000000000003,1.7000000000000002,90,4,2,3,5,7,10,12,15,60,0,0,1.1483337597148913
810,0.4,0.4,90,3,2,3,4,5,10,12,15,60,0,0,1.147461118378458
620,1.8000000000000005,0.9,50,3,2,3,4,6,10,12,15,60,0,0,1.1459120101301197
540,2.1,2.4000000000000004,90,4,2,3,4,8,10,12,15,60,0,0,1.145843701968403
660,1.4,0.8,90,3,2,3,4,7,10,12,15,60,0,0,1.1457385733431042
550,0.5,2.1,10,5,2,3,4,5,10,12,15,60,0,0,1.1456257599395507
550,1.8000000000000005,1.1,50,3,2,3,4,6,10,12,15,60,0,0,1.145090492871606
840,2.6,0.1,20,3,2,3,4,7,10,12,15,60,0,0,1.1450759469147178
580,2.2,1.7000000000000002,60,4,2,3,4,8,10,12,15,60,0,0,1.1442845675884694
840,2.5000000000000004,0.7000000000000001,50,2,2,3,4,6,10,12,15,60,0,0,1.1438513648295814
630,2.1,0.8,60,2,2,3,5,7,10,12,15,60,0,0,1.1438038430833095
520,2.2,0.7000000000000001,80,4,2,3,4,5,10,12,15,60,0,0,1.143682050684793
650,1.6,1.0,80,3,2,3,4,7,10,12,15,60,0,0,1.1431171570747236
960,1.2000000000000002,2.1,10,3,2,3,5,7,10,12,15,60,0,0,1.142980861521056
670,1.9,1.1,60,2,2,3,5,7,10,12,15,60,0,0,1.1428320612719085
780,2.7,1.9,40,3,2,3,4,7,10,12,15,60,0,0,1.142805159304502
330,1.8000000000000005,1.1,70,3,2,3,4,5,10,12,15,60,0,0,1.142220391613986
500,1.6,0.4,40,3,2,3,5,8,10,12,15,60,0,0,1.1421690933635849
560,1.0,2.4000000000000004,60,5,2,3,4,8,10,12,15,60,0,0,1.1418295454528935
860,2.4000000000000004,0.8,50,5,2,3,5,8,10,12,15,60,0,0,1.141457669689162
460,1.9,2.2,30,5,2,3,4,5,10,12,15,60,0,0,1.1412908840663447
390,2.3000000000000003,1.5000000000000002,70,4,2,3,4,8,10,12,15,60,0,0,1.1411851073369037
650,0.9,1.9,70,4,2,3,4,5,10,12,15,60,0,0,1.140998012599317
550,1.7000000000000002,1.1,50,3,2,3,4,6,10,12,15,60,0,0,1.1409870137455984
750,0.8,0.1,20,4,2,3,5,6,10,12,15,60,0,0,1.1404021421063502
580,2.7,2.1,80,4,2,3,4,7,10,12,15,60,0,0,1.140335496075256
770,2.8000000000000003,1.1,40,3,2,3,4,5,10,12,15,60,0,0,1.1402703412193027
850,1.3000000000000005,1.6,90,2,2,3,5,8,10,12,15,60,0,0,1.1402405404155078
740,1.2000000000000002,2.5000000000000004,30,2,2,3,4,8,10,12,15,60,0,0,1.14011393050938
750,1.4,0.3,90,5,2,3,4,6,10,12,15,60,0,0,1.140014701768765
490,1.7000000000000002,2.3000000000000003,30,5,2,3,4,5,10,12,15,60,0,0,1.1398074711398865
620,2.3000000000000003,1.6,90,4,2,3,5,7,10,12,15,60,0,0,1.1393109697161186
500,1.7000000000000002,2.4000000000000004,30,5,2,3,4,5,10,12,15,60,0,0,1.1392040849820173
710,2.3000000000000003,0.4,50,3,2,3,4,6,10,12,15,60,0,0,1.1391915203308105
870,1.6,0.5,90,2,2,3,5,7,10,12,15,60,0,0,1.1390234148681857
780,2.9000000000000004,1.5000000000000002,40,3,2,3,4,6,10,12,15,60,0,0,1.1387148080007203
500,2.3000000000000003,2.1,70,4,2,3,4,8,10,12,15,60,0,0,1.1387135087363742
920,2.0,2.6,60,4,2,3,5,8,10,12,15,60,0,0,1.1384124071521904
510,1.8000000000000005,2.4000000000000004,30,5,2,3,4,5,10,12,15,60,0,0,1.13831128113631
950,0.1,1.0,80,2,2,3,4,7,10,12,15,60,0,0,1.1380890950370528
600,2.2,0.8,50,3,2,3,4,6,10,12,15,60,0,0,1.1378905647034636
820,1.9,1.8000000000000005,90,4,2,3,4,8,10,12,15,60,0,0,1.137883477993813
770,2.8000000000000003,2.6,70,2,2,3,4,5,10,12,15,60,0,0,1.137606526233835
460,1.9,2.7,30,5,2,3,4,5,10,12,15,60,0,0,1.1374799765135186
920,2.6,2.0,20,3,2,3,5,8,10,12,15,60,0,0,1.1373430426452882
180,2.5000000000000004,0.1,90,2,2,3,4,6,10,12,15,60,0,0,1.1371443975480815
650,2.2,1.8000000000000005,60,4,2,3,4,8,10,12,15,60,0,0,1.1371122718842943
650,0.6,2.2,70,3,2,3,4,5,10,12,15,60,0,0,1.1370480303759225
580,2.1,0.8,50,5,2,3,4,8,10,12,15,60,0,0,1.1368169429727386
450,1.4,1.8000000000000005,30,5,2,3,5,6,10,12,15,60,0,0,1.1367168304611708
780,0.6,0.4,70,2,2,3,5,8,10,12,15,60,0,0,1.1366649970502951
650,2.3000000000000003,1.8000000000000005,60,4,2,3,4,8,10,12,15,60,0,0,1.136610471719446
660,0.6,2.7,80,2,2,3,5,6,10,12,15,60,0,0,1.1364972085822396
720,1.7000000000000002,0.2,40,3,2,3,4,7,10,12,15,60,0,0,1.1360636407482068
610,2.4000000000000004,2.0,50,4,2,3,4,5,10,12,15,60,0,0,1.1352907469693805
770,2.3000000000000003,0.8,80,4,2,3,5,7,10,12,15,60,0,0,1.135275341696603
540,2.0,1.7000000000000002,60,4,2,3,4,8,10,12,15,60,0,0,1.1351518663715912
530,2.5000000000000004,2.1,70,4,2,3,4,8,10,12,15,60,0,0,1.1348451493050866
700,2.4000000000000004,0.5,30,3,2,3,4,6,10,12,15,60,0,0,1.1340941864440115
910,0.4,0.9,80,2,2,3,4,7,10,12,15,60,0,0,1.1335337738502225
890,1.8000000000000005,2.4000000000000004,10,4,2,3,4,6,10,12,15,60,0,0,1.1329982376621015
420,1.9,2.4000000000000004,30,5,2,3,4,5,10,12,15,60,0,0,1.132876184817463
500,2.1,1.1,30,2,2,3,4,5,10,12,15,60,0,0,1.1328514417928928
750,2.0,1.7000000000000002,40,4,2,3,5,7,10,12,15,60,0,0,1.132803905175093
590,1.2000000000000002,2.4000000000000004,80,5,2,3,5,6,10,12,15,60,0,0,1.1324973895150048
670,0.2,2.4000000000000004,80,2,2,3,5,7,10,12,15,60,0,0,1.1313888913235928
890,2.0,2.1,30,5,2,3,4,5,10,12,15,60,0,0,1.1312177562063848
470,1.5000000000000002,1.5000000000000002,40,3,2,3,4,5,10,12,15,60,0,0,1.1305740683858312
880,1.5000000000000002,1.7000000000000002,70,3,2,3,4,7,10,12,15,60,0,0,1.130194102400751
510,1.4,0.4,40,4,2,3,5,7,10,12,15,60,0,0,1.1300273145935054
560,2.5000000000000004,0.5,60,2,2,3,4,5,10,12,15,60,0,0,1.1299383302413544
790,0.8,0.6,90,4,2,3,5,8,10,12,15,60,0,0,1.129761534087001
820,2.7,0.7000000000000001,50,5,2,3,5,6,10,12,15,60,0,0,1.1297457561136528
800,2.1,1.3000000000000005,20,2,2,3,4,5,10,12,15,60,0,0,1.1297299563366665
680,2.8000000000000003,2.5000000000000004,90,3,2,3,4,8,10,12,15,60,0,0,1.129633930430508
850,0.7000000000000001,0.6,70,2,2,3,5,8,10,12,15,60,0,0,1.1293993024378284
630,2.2,1.8000000000000005,60,4,2,3,4,8,10,12,15,60,0,0,1.1293020316799098
650,2.5000000000000004,0.9,20,3,2,3,4,6,10,12,15,60,0,0,1.129218270484923
890,2.2,1.3000000000000005,70,4,2,3,5,8,10,12,15,60,0,0,1.1291533216065026
540,2.4000000000000004,1.1,80,5,2,3,5,7,10,12,15,60,0,0,1.128787155614368
730,1.4,0.2,80,3,2,3,5,7,10,12,15,60,0,0,1.1284043281284386
500,2.5000000000000004,2.1,70,4,2,3,4,8,10,12,15,60,0,0,1.128164863529519
740,1.9,0.3,80,4,2,3,4,6,10,12,15,60,0,0,1.1276859286829233
480,2.5000000000000004,2.1,60,4,2,3,4,8,10,12,15,60,0,0,1.1274934972769628
450,0.8,1.8000000000000005,60,3,2,3,5,8,10,12,15,60,0,0,1.1271475013275398
440,2.3000000000000003,0.3,30,5,2,3,4,7,10,12,15,60,0,0,1.1267810076423617
490,0.1,0.1,10,2,2,3,5,6,10,12,15,60,0,0,1.126678422480177
610,0.2,0.4,80,5,2,3,4,5,10,12,15,60,0,0,1.1262628893886448
780,2.5000000000000004,1.4,90,4,2,3,5,8,10,12,15,60,0,0,1.125529765154354
760,0.8,0.8,80,4,2,3,5,8,10,12,15,60,0,0,1.1251332536670895
840,0.6,0.8,40,3,2,3,4,6,10,12,15,60,0,0,1.1249935234558204
910,1.3000000000000005,0.9,20,2,2,3,4,7,10,12,15,60,0,0,1.124089405152511
670,1.3000000000000005,0.7000000000000001,80,5,2,3,4,8,10,12,15,60,0,0,1.124050835316443
880,1.7000000000000002,2.8000000000000003,40,3,2,3,4,5,10,12,15,60,0,0,1.1234642345568515
590,1.2000000000000002,1.2000000000000002,40,3,2,3,4,7,10,12,15,60,0,0,1.1232862774154568
920,0.3,2.4000000000000004,80,3,2,3,4,5,10,12,15,60,0,0,1.123256153204086
820,1.5000000000000002,2.7,40,3,2,3,4,7,10,12,15,60,0,0,1.1230187253762138
810,1.3000000000000005,1.1,40,2,2,3,4,6,10,12,15,60,0,0,1.1224190158493377
660,1.0,0.7000000000000001,60,5,2,3,4,8,10,12,15,60,0,0,1.121935995273088
610,2.0,1.6,60,4,2,3,4,8,10,12,15,60,0,0,1.121525108934481
470,2.2,0.6,30,3,2,3,5,6,10,12,15,60,0,0,1.1215248640230608
660,0.7000000000000001,0.3,30,4,2,3,4,7,10,12,15,60,0,0,1.1212224129246695
910,0.4,1.1,80,2,2,3,4,7,10,12,15,60,0,0,1.1211197754733475
680,1.8000000000000005,2.2,30,3,2,3,4,6,10,12,15,60,0,0,1.1209484888546812
470,2.4000000000000004,2.3000000000000003,70,5,2,3,4,7,10,12,15,60,0,0,1.12084341416746
870,1.9,1.5000000000000002,80,4,2,3,5,8,10,12,15,60,0,0,1.120655745107252
760,0.6,2.9000000000000004,90,2,2,3,5,8,10,12,15,60,0,0,1.1202728567329223
740,1.2000000000000002,0.1,80,4,2,3,4,8,10,12,15,60,0,0,1.1202300624593695
830,1.2000000000000002,0.5,50,5,2,3,5,8,10,12,15,60,0,0,1.119852332390681
750,1.5000000000000002,1.1,70,3,2,3,5,8,10,12,15,60,0,0,1.1195812522474795
660,1.4,2.1,20,3,2,3,4,6,10,12,15,60,0,0,1.1193441660907502
540,2.1,2.1,70,5,2,3,4,7,10,12,15,60,0,0,1.119244211047871
890,1.9,1.0,40,5,2,3,5,6,10,12,15,60,0,0,1.1186036588884896
920,2.7,2.2,90,2,2,3,5,6,10,12,15,60,0,0,1.1185919822026171
460,1.6,2.6,30,5,2,3,4,5,10,12,15,60,0,0,1.1182310947361762
900,0.8,0.6,40,4,2,3,4,5,10,12,15,60,0,0,1.1180216941709311
600,2.1,1.6,50,4,2,3,4,8,10,12,15,60,0,0,1.1171496889472123
540,1.5000000000000002,1.5000000000000002,40,4,2,3,4,8,10,12,15,60,0,0,1.1171294376272254
620,1.4,0.5,70,3,2,3,4,5,10,12,15,60,0,0,1.1162236902266494
520,1.7000000000000002,0.3,40,3,2,3,5,8,10,12,15,60,0,0,1.1161771941916303
660,2.4000000000000004,1.5000000000000002,90,4,2,3,5,7,10,12,15,60,0,0,1.1157938998502952
980,2.7,2.4000000000000004,50,3,2,3,4,7,10,12,15,60,0,0,1.1155913097910153
680,1.8000000000000005,2.2,60,3,2,3,4,6,10,12,15,60,0,0,1.1154663264180766
590,2.6,1.6,90,4,2,3,5,7,10,12,15,60,0,0,1.115221716809048
700,1.1,0.7000000000000001,80,5,2,3,4,8,10,12,15,60,0,0,1.1150471774968185
480,1.9,2.6,30,5,2,3,4,5,10,12,15,60,0,0,1.1149269086050968
480,1.1,1.3000000000000005,40,4,2,3,4,8,10,12,15,60,0,0,1.1146648176174467
540,2.4000000000000004,1.7000000000000002,90,4,2,3,5,7,10,12,15,60,0,0,1.1144450972242028
680,1.0,1.0,70,5,2,3,4,8,10,12,15,60,0,0,1.1139848510991257
790,1.9,0.9,90,4,2,3,4,5,10,12,15,60,0,0,1.1139509890999129
750,1.9,0.7000000000000001,90,3,2,3,4,7,10,12,15,60,0,0,1.1139302423412336
600,0.6,2.1,70,3,2,3,4,8,10,12,15,60,0,0,1.113410623514726
480,1.9,2.5000000000000004,40,5,2,3,4,5,10,12,15,60,0,0,1.113333329567384
630,1.2000000000000002,0.6,90,2,2,3,5,7,10,12,15,60,0,0,1.1132679383435682
510,2.5000000000000004,1.0,30,3,2,3,4,8,10,12,15,60,0,0,1.1129094313450263
860,0.3,0.3,70,3,2,3,4,6,10,12,15,60,0,0,1.1125747597365447
800,2.7,1.7000000000000002,40,4,2,3,4,6,10,12,15,60,0,0,1.1118588965820049
860,2.3000000000000003,1.6,50,2,2,3,4,5,10,12,15,60,0,0,1.1117409193584502
500,1.9,2.3000000000000003,30,5,2,3,4,5,10,12,15,60,0,0,1.1114504040123074
460,0.4,0.9,40,2,2,3,5,8,10,12,15,60,0,0,1.1107914252956146
700,2.4000000000000004,1.2000000000000002,50,3,2,3,5,6,10,12,15,60,0,0,1.1106807520943784
890,1.9,2.0,80,2,2,3,5,8,10,12,15,60,0,0,1.109639510616052
480,1.9,2.3000000000000003,30,5,2,3,4,5,10,12,15,60,0,0,1.109523601213127
790,1.7000000000000002,1.3000000000000005,70,3,2,3,5,7,10,12,15,60,0,0,1.1093779118090938
680,0.7000000000000001,0.8,60,3,2,3,5,8,10,12,15,60,0,0,1.1086334371414426
750,2.3000000000000003,0.3,10,3,2,3,4,5,10,12,15,60,0,0,1.1074019515392706
900,0.4,0.9,80,2,2,3,4,7,10,12,15,60,0,0,1.106974577224347
930,0.2,0.1,80,4,2,3,5,6,10,12,15,60,0,0,1.106939932525823
890,0.2,1.8000000000000005,80,4,2,3,4,8,10,12,15,60,0,0,1.1067315322778264
540,1.7000000000000002,2.9000000000000004,90,5,2,3,5,6,10,12,15,60,0,0,1.1067242843857192
880,2.3000000000000003,1.3000000000000005,60,3,2,3,4,6,10,12,15,60,0,0,1.1067075857663924
590,2.9000000000000004,2.0,80,4,2,3,5,7,10,12,15,60,0,0,1.1065882193293788
730,0.8,1.9,30,5,2,3,5,6,10,12,15,60,0,0,1.1065390925658152
980,1.9,0.6,50,4,2,3,4,6,10,12,15,60,0,0,1.1064739557483636
540,0.4,2.2,20,2,2,3,4,7,10,12,15,60,0,0,1.1062388605898477
720,1.2000000000000002,1.0,20,3,2,3,5,6,10,12,15,60,0,0,1.1061656396209312
850,1.5000000000000002,2.4000000000000004,90,5,2,3,4,5,10,12,15,60,0,0,1.1061098134329757
530,2.2,2.1,70,5,2,3,4,7,10,12,15,60,0,0,1.105919422969564
610,2.1,2.0,90,2,2,3,5,6,10,12,15,60,0,0,1.1054970201361458
920,1.4,2.0,50,5,2,3,4,7,10,12,15,60,0,0,1.1053239922819869
530,2.8000000000000003,2.4000000000000004,20,5,2,3,4,8,10,12,15,60,0,0,1.1047472562131797
650,2.3000000000000003,1.1,70,2,2,3,5,7,10,12,15,60,0,0,1.1046294956810516
620,1.6,1.3000000000000005,30,4,2,3,4,8,10,12,15,60,0,0,1.103962608041115
560,1.8000000000000005,1.7000000000000002,50,2,2,3,4,6,10,12,15,60,0,0,1.1034680673987347
890,1.7000000000000002,1.4,70,2,2,3,5,7,10,12,15,60,0,0,1.1031287147479187
750,0.4,0.7000000000000001,90,5,2,3,4,8,10,12,15,60,0,0,1.1030853518397483
940,1.4,1.0,50,2,2,3,4,7,10,12,15,60,0,0,1.103059227237403
740,1.3000000000000005,1.8000000000000005,30,3,2,3,4,6,10,12,15,60,0,0,1.1029987525713911
700,1.5000000000000002,0.5,30,4,2,3,4,6,10,12,15,60,0,0,1.102964368729222
550,2.9000000000000004,1.6,70,3,2,3,5,6,10,12,15,60,0,0,1.1028176348050305
600,2.6,2.0,80,4,2,3,5,7,10,12,15,60,0,0,1.102810655011353
750,2.7,1.7000000000000002,70,4,2,3,5,8,10,12,15,60,0,0,1.102429291147113
970,0.7000000000000001,2.2,90,4,2,3,5,8,10,12,15,60,0,0,1.1024167953715345
460,1.5000000000000002,1.6,40,3,2,3,4,6,10,12,15,60,0,0,1.100938582963951
750,2.5000000000000004,1.3000000000000005,40,2,2,3,4,6,10,12,15,60,0,0,1.1009053228727017
950,2.0,2.3000000000000003,90,3,2,3,4,7,10,12,15,60,0,0,1.0999798229909727
840,0.4,0.2,90,3,2,3,4,7,10,12,15,60,0,0,1.0997153262072397
480,2.3000000000000003,0.5,30,4,2,3,5,7,10,12,15,60,0,0,1.0994899621395398
630,2.4000000000000004,1.7000000000000002,60,4,2,3,4,8,10,12,15,60,0,0,1.0993477879720672
920,2.9000000000000004,1.5000000000000002,50,5,2,3,5,8,10,12,15,60,0,0,1.099183445751943
910,1.6,0.8,40,2,2,3,4,8,10,12,15,60,0,0,1.0991791433345128
650,2.7,2.7,70,4,2,3,5,7,10,12,15,60,0,0,1.0990804808859411
760,1.1,0.3,50,5,2,3,5,8,10,12,15,60,0,0,1.0989166858588402
490,1.7000000000000002,2.4000000000000004,40,5,2,3,4,5,10,12,15,60,0,0,1.0984619166034302
570,0.8,2.9000000000000004,40,5,2,3,5,8,10,12,15,60,0,0,1.098170706886194
860,1.9,1.5000000000000002,80,4,2,3,5,8,10,12,15,60,0,0,1.0980910949117413
680,1.4,1.9,30,3,2,3,4,6,10,12,15,60,0,0,1.0979916433497134
710,2.0,1.6,60,2,2,3,4,5,10,12,15,60,0,0,1.0978375357653052
570,2.3000000000000003,1.7000000000000002,50,4,2,3,4,8,10,12,15,60,0,0,1.097800668620305
470,2.0,2.6,30,5,2,3,4,5,10,12,15,60,0,0,1.0976731053600748
540,1.8000000000000005,1.1,50,3,2,3,4,6,10,12,15,60,0,0,1.097593132980908
670,2.8000000000000003,0.3,80,4,2,3,4,5,10,12,15,60,0,0,1.0973426064395944
820,1.2000000000000002,0.6,90,3,2,3,5,6,10,12,15,60,0,0,1.097282344854237
990,0.6,2.8000000000000003,50,4,2,3,5,6,10,12,15,60,0,0,1.0971878097347147
560,2.4000000000000004,1.5000000000000002,90,4,2,3,5,7,10,12,15,60,0,0,1.097091332581326
750,2.4000000000000004,0.8,40,3,2,3,4,6,10,12,15,60,0,0,1.0961652392826928
730,1.7000000000000002,2.8000000000000003,80,3,2,3,4,8,10,12,15,60,0,0,1.096164197369359
600,2.2,1.6,50,4,2,3,4,8,10,12,15,60,0,0,1.095964047751952
690,1.1,0.7000000000000001,40,3,2,3,5,6,10,12,15,60,0,0,1.0956655507640474
910,1.3000000000000005,2.0,70,5,2,3,5,8,10,12,15,60,0,0,1.0950507351845686
610,2.0,1.8000000000000005,60,4,2,3,4,8,10,12,15,60,0,0,1.0948242652015503
770,2.9000000000000004,0.8,20,3,2,3,5,7,10,12,15,60,0,0,1.094119594902214
850,2.7,0.7000000000000001,50,4,2,3,4,7,10,12,15,60,0,0,1.093884326454237
910,0.7000000000000001,0.5,50,3,2,3,5,8,10,12,15,60,0,0,1.0938704546509683
910,1.5000000000000002,0.3,60,4,2,3,5,7,10,12,15,60,0,0,1.0937797979243722
480,1.6,2.4000000000000004,30,5,2,3,4,5,10,12,15,60,0,0,1.09376313467352
600,2.5000000000000004,1.3000000000000005,80,3,2,3,5,7,10,12,15,60,0,0,1.093712657626785
530,1.8000000000000005,0.4,80,3,2,3,4,8,10,12,15,60,0,0,1.0929810075273867
940,1.4,2.3000000000000003,70,4,2,3,4,8,10,12,15,60,0,0,1.0925085181807062
820,0.6,1.3000000000000005,30,2,2,3,4,6,10,12,15,60,0,0,1.0918460033139488
770,1.0,0.6,60,5,2,3,5,8,10,12,15,60,0,0,1.0917392918858713
850,2.0,2.0,90,4,2,3,5,8,10,12,15,60,0,0,1.0912406043146623
690,0.6,1.0,60,3,2,3,5,8,10,12,15,60,0,0,1.090990343057595
570,1.2000000000000002,2.3000000000000003,50,3,2,3,4,5,10,12,15,60,0,0,1.0908583870209885
570,2.4000000000000004,0.6,50,3,2,3,4,6,10,12,15,60,0,0,1.0906786119899357
490,2.6,2.6,70,5,2,3,4,7,10,12,15,60,0,0,1.0905817254471588
540,2.2,0.7000000000000001,50,3,2,3,4,6,10,12,15,60,0,0,1.0896912811085178
560,2.2,1.6,50,4,2,3,4,8,10,12,15,60,0,0,1.0895796810889489
770,0.5,0.2,80,5,2,3,5,7,10,12,15,60,0,0,1.08897347199417
980,1.6,1.7000000000000002,30,5,2,3,4,5,10,12,15,60,0,0,1.08857568060747
720,2.6,0.5,20,3,2,3,4,5,10,12,15,60,0,0,1.0880562791191408
920,0.7000000000000001,0.4,80,2,2,3,5,6,10,12,15,60,0,0,1.0874804240084344
670,1.5000000000000002,1.9,50,3,2,3,4,6,10,12,15,60,0,0,1.0869804607187037
650,1.6,2.9000000000000004,70,2,2,3,5,7,10,12,15,60,0,0,1.085885244431096
760,2.7,0.8,90,4,2,3,5,8,10,12,15,60,0,0,1.0856769291997124
460,1.3000000000000005,0.1,40,5,2,3,5,7,10,12,15,60,0,0,1.085557945671356
770,2.5000000000000004,0.9,30,2,2,3,4,6,10,12,15,60,0,0,1.0852196995227068
540,0.1,1.3000000000000005,40,2,2,3,4,6,10,12,15,60,0,0,1.084681153690347
610,2.4000000000000004,1.5000000000000002,90,4,2,3,5,7,10,12,15,60,0,0,1.084657049455693
800,2.1,1.1,50,3,2,3,4,7,10,12,15,60,0,0,1.084461183728668
740,2.8000000000000003,1.1,20,4,2,3,4,8,10,12,15,60,0,0,1.0844214949364883
560,2.6,0.3,90,4,2,3,5,8,10,12,15,60,0,0,1.0843809475213109
920,0.8,0.6,90,3,2,3,4,7,10,12,15,60,0,0,1.0842577712189778
930,0.7000000000000001,1.6,90,2,2,3,5,6,10,12,15,60,0,0,1.0839296123918591
810,1.2000000000000002,1.1,40,2,2,3,4,6,10,12,15,60,0,0,1.0838548954519815
500,2.0,2.4000000000000004,60,3,2,3,5,8,10,12,15,60,0,0,1.0828706131862975
930,2.4000000000000004,0.5,20,3,2,3,5,6,10,12,15,60,0,0,1.0819767405676757
840,1.4,1.8000000000000005,70,3,2,3,5,6,10,12,15,60,0,0,1.0819340312051005
650,0.6,1.2000000000000002,30,3,2,3,5,8,10,12,15,60,0,0,1.0817534328655318
440,1.8000000000000005,2.6,30,5,2,3,4,5,10,12,15,60,0,0,1.081447545052155
730,1.4,2.0,40,3,2,3,4,6,10,12,15,60,0,0,1.0813501344230576
